fasta_file	Auckland	Berlin	Kyiv	London	Singapore	Tokyo
data/test0/SRR27257421_1.fasta.gz	0.0005305039787798408	0.0005372011818426001	0.0005467468562055768	0.0005491488193300384	0.0002670940170940171	0.0002679528403001072
data/test0/SRR27257857_1.fasta.gz	0.0005272871078302136	0.0002668801708033093	0.0005433306166802499	0.0005457025920873125	0.0005310674455655868	0.0002663115845539281
data/test0/SRR27257890_1.fasta.gz	0.0007894736842105263	0.0018671645772205922	0.0010848928668294006	0.001089621356578589	0.0015915119363395225	0.0013301409949454642
data/test0/SRR27257964_1.fasta.gz	0.0002621231979030144	0.0002653927813163482	0.00027005130974885227	0.00027122321670735016	0.00026399155227032733	0.00026483050847457627
data/test0/SRR27258018_1.fasta.gz	0.0007871949619522435	0.0007970244420828905	0.0005405405405405405	0.0008145533532446375	0.0002641310089804543	0.0005300821627352239
data/test0/SRR27257590_1.fasta.gz	0.00026048450117218026	0.0015843675732770002	0.0005367686527106817	0.0005390835579514825	0.0013130252100840337	0.0013171759747102212
data/test0/SRR27257884_1.fasta.gz	0.0010452051215050953	0.0029154518950437317	0.0016159439806086723	0.0010813733441470668	0.0010526315789473684	0.0018494055482166448
data/test0/SRR27257949_1.fasta.gz	0.0002618486514794449	0.0018587360594795538	0.0008097165991902834	0.0013561160835367507	0.0013199577613516368	0.0015894039735099338
data/test0/SRR27257977_1.fasta.gz	0.00025926886180969663	0.002630886608787161	0.0016042780748663102	0.0013422818791946308	0.0013068478829064297	0.0020991865652059826
data/test0/SRR27258013_1.fasta.gz	0.0005238344683080147	0.0018587360594795538	0.0008097165991902834	0.000813228517213337	0.0010556875164951175	0.0013241525423728813
data/test0/SRR27258075_1.fasta.gz	0.0002615062761506276	0.0023879013000795966	0.0008086253369272237	0.0008121277747698972	0.0015822784810126582	0.0010576414595452142
data/test0/SRR27258138_1.fasta.gz	0.001145147437732608	0.0017421602787456446	0.0020722320899940793	0.001784121320249777	0.001154068090017311	0.0017381228273464658
data/test0/SRR28910726_1.fasta.gz	0.0002623983206507478	0.0018626929217668972	0.0016242555495397943	0.0019037258634756595	0.0015877216194760519	0.0015927794000530925
